Sequence,Station Types,Station Quantity,Maximum Distance,Minimum Points,Name,Algorithm,Metric,Method,Seed,Generated Cluster Count,Valid Cluster Count,Clustered Station Count,Unclsutered Noise Count,Average Node Degree,Invalid Degree Mean Absolute Error,Silhouette Coefficient,Calinski Harabaz score,Davies Bouldin score,Dunn Index,Modularity,Conductance Average,Coverage Score,Performance Score
228,['HN' 'LN'],284,40.0,3,GIRVAN-NEWMAN,None,None,None,None,8,8,211,73,21.7819905213,8.0,-0.217725817309,1.08093108946,46.1006999262,0.000157274927683,-0.00841254297174,0.894627442727,0.250904704463,0.806026974568
229,['HN' 'LN'],284,50.0,3,GIRVAN-NEWMAN,None,None,None,None,6,6,253,31,22.9011857708,5.0,-0.338501989336,1.23804581492,67.5455301487,0.000188802328315,-2.98333504557e-05,0.846231653099,0.378432685867,0.644776787936
230,['HN' 'LN'],284,10.0,4,GIRVAN-NEWMAN,None,None,None,None,9,7,236,48,5.79237288136,15.8710526316,-0.259424756642,0.929744242037,19.5258898133,0.000163563052377,-0.00755260920395,0.876878727089,0.33118556701,0.714253720201
231,['HN' 'LN'],284,20.0,4,GIRVAN-NEWMAN,None,None,None,None,6,6,96,188,23.0520833333,9.98333333333,-0.264418223527,1.16304543825,13.0203850551,0.000152280487701,-0.00100181633976,0.893423801484,0.116616314199,0.942168914547
232,['HN' 'LN'],284,30.0,4,GIRVAN-NEWMAN,None,None,None,None,10,10,152,132,20.3092105263,15.6222222222,-0.363209910875,0.91593612441,27.5717769469,0.000157274927683,-0.000912201143611,0.922822587365,0.117332035054,0.90068680635
233,['HN' 'LN'],284,40.0,4,GIRVAN-NEWMAN,None,None,None,None,6,6,205,79,21.6243902439,10.443452381,-0.105223954456,1.32331539313,55.9035633012,0.000157274927683,-0.0089316880428,0.860388872376,0.250100522718,0.806076743144
234,['HN' 'LN'],284,50.0,4,GIRVAN-NEWMAN,None,None,None,None,5,5,250,34,22.744,8.41538461538,-0.333887386779,1.41669350901,14.369254073,0.000188802328315,-0.000195318721123,0.815823923,0.378097789685,0.644801672224
235,['HN' 'LN'],284,10.0,5,GIRVAN-NEWMAN,None,None,None,None,7,4,224,60,5.875,17.9075963719,-0.232447649756,0.956516514457,18.4615406876,0.000163563052377,-0.00861542140504,0.784537772406,0.329896907216,0.714353257353
236,['HN' 'LN'],284,20.0,5,GIRVAN-NEWMAN,None,None,None,None,5,5,92,192,23.5543478261,11.5550802139,-0.217142109331,1.13650371031,11.1251371066,0.000152280487701,-0.0015080183642,0.874095102964,0.116012084592,0.9422684517
237,['HN' 'LN'],284,30.0,5,GIRVAN-NEWMAN,None,None,None,None,9,9,148,136,20.7297297297,21.0558704453,-0.325608429958,0.995114693234,13.8304284247,0.000157274927683,-0.00138874535544,0.920967347541,0.116845180136,0.900786343503
238,['HN' 'LN'],284,40.0,5,GIRVAN-NEWMAN,None,None,None,None,6,6,205,79,21.6243902439,15.2480063796,-0.105223954456,1.32331539313,55.9035633012,0.000157274927683,-0.0089316880428,0.860388872376,0.250100522718,0.806076743144
239,['HN' 'LN'],284,50.0,5,GIRVAN-NEWMAN,None,None,None,None,4,3,242,42,22.3966942149,9.5125,-0.232359561954,1.96425942748,13.3038183375,0.000188802328315,0.000211413028605,0.702799512355,0.377762893503,0.645025630817
240,['HN' 'LN'],284,10.0,2,KMEANS,None,haversine,None,None,10,10,274,10,5.66423357664,0.0,0.1168337978,200.311160918,1.80734421859,0.0147339533126,0.53994513232,0.0,1.0,0.878340715672
241,['HN' 'LN'],284,20.0,2,KMEANS,None,haversine,None,None,9,9,131,153,24.3053435115,0.0,-0.0920365219201,12.3908002496,2.00097445459,0.00831102648227,0.48427013262,0.208815232597,0.948640483384,0.978027173643
242,['HN' 'LN'],284,30.0,2,KMEANS,None,haversine,None,None,10,10,194,90,20.8711340206,0.0,0.00311848205527,21.2846624109,2.71627263065,0.0137041035934,0.530890636363,0.126441103186,0.979065238559,0.945826904892
243,['HN' 'LN'],284,40.0,2,KMEANS,None,haversine,None,None,10,10,234,50,21.0,0.0,0.0753935175536,45.434056,2.58797577265,0.0137041035934,0.561098088023,0.135680323332,0.974266184158,0.936818792614
244,['HN' 'LN'],284,50.0,2,KMEANS,None,haversine,None,None,10,10,267,17,22.265917603,0.0,0.107816885279,136.727438085,1.90480029423,0.0147339533126,0.582648250442,0.0960256085287,0.975217682518,0.932613347932
245,['HN' 'LN'],284,10.0,3,KMEANS,None,haversine,None,None,10,10,274,10,5.66423357664,7.0,0.1168337978,200.311160918,1.80734421859,0.0147339533126,0.53994513232,0.0,1.0,0.878340715672
246,['HN' 'LN'],284,20.0,3,KMEANS,None,haversine,None,None,7,7,127,157,25.031496063,4.0,-0.0771201320215,13.9263852002,2.5834700328,0.00831102648227,0.483062221046,0.192851900547,0.947432024169,0.977977405066
247,['HN' 'LN'],284,30.0,3,KMEANS,None,haversine,None,None,9,9,192,92,21.078125,8.0,0.00540249986079,21.8236020382,3.25049735621,0.0137041035934,0.530403899959,0.140490114652,0.978578383642,0.945802020604
248,['HN' 'LN'],284,40.0,3,KMEANS,None,haversine,None,None,10,10,234,50,21.0,10.0,0.0753935175536,45.434056,2.58797577265,0.0137041035934,0.561098088023,0.135680323332,0.974266184158,0.936818792614
249,['HN' 'LN'],284,50.0,3,KMEANS,None,haversine,None,None,10,10,267,17,22.265917603,9.0,0.107816885279,136.727438085,1.90480029423,0.0147339533126,0.582648250442,0.0960256085287,0.975217682518,0.932613347932
250,['HN' 'LN'],284,10.0,4,KMEANS,None,haversine,None,None,10,10,274,10,5.66423357664,11.8047619048,0.1168337978,200.311160918,1.80734421859,0.0147339533126,0.53994513232,0.0,1.0,0.878340715672
251,['HN' 'LN'],284,20.0,4,KMEANS,None,haversine,None,None,6,6,124,160,25.5725806452,6.38961038961,-0.0603628852609,15.4072323157,2.60681595082,0.00831102648227,0.481253365705,0.145697701763,0.945619335347,0.977902752202
252,['HN' 'LN'],284,30.0,4,KMEANS,None,haversine,None,None,8,8,189,95,21.380952381,12.4134238311,0.0123868757634,22.6282934499,2.95412365361,0.0137041035934,0.528944757374,0.158051378983,0.97711781889,0.94572736774
253,['HN' 'LN'],284,40.0,4,KMEANS,None,haversine,None,None,10,10,234,50,21.0,16.646986347,0.0753935175536,45.434056,2.58797577265,0.0137041035934,0.561098088023,0.135680323332,0.974266184158,0.936818792614
254,['HN' 'LN'],284,50.0,4,KMEANS,None,haversine,None,None,10,10,267,17,22.265917603,13.6439393939,0.107816885279,136.727438085,1.90480029423,0.0147339533126,0.582648250442,0.0960256085287,0.975217682518,0.932613347932
255,['HN' 'LN'],284,10.0,5,KMEANS,None,haversine,None,None,10,10,274,10,5.66423357664,19.2235653236,0.1168337978,200.311160918,1.80734421859,0.0147339533126,0.53994513232,0.0,1.0,0.878340715672
256,['HN' 'LN'],284,20.0,5,KMEANS,None,haversine,None,None,6,6,124,160,25.5725806452,11.2380952381,-0.0603628852609,15.4072323157,2.60681595082,0.00831102648227,0.481253365705,0.145697701763,0.945619335347,0.977902752202
257,['HN' 'LN'],284,30.0,5,KMEANS,None,haversine,None,None,8,7,185,99,21.8216216216,16.8985569986,0.00462587496704,23.7807289783,2.35012644916,0.0137041035934,0.528459324623,0.10147812866,0.976630963973,0.945802020604
258,['HN' 'LN'],284,40.0,5,KMEANS,None,haversine,None,None,10,10,234,50,21.0,23.5268398268,0.0753935175536,45.434056,2.58797577265,0.0137041035934,0.561098088023,0.135680323332,0.974266184158,0.936818792614
259,['HN' 'LN'],284,50.0,5,KMEANS,None,haversine,None,None,10,10,267,17,22.265917603,21.6112443112,0.107816885279,136.727438085,1.90480029423,0.0147339533126,0.582648250442,0.0960256085287,0.975217682518,0.932613347932
