Sequence,Station Types,Station Quantity,Maximum Distance,Minimum Points,Name,Algorithm,Metric,Method,Seed,Generated Cluster Count,Valid Cluster Count,Clustered Station Count,Unclsutered Noise Count,Average Node Degree,Silhouette Coefficient,Calinski Harabaz score,Davies Bouldin score,Dunn Index,Modularity,Conductance Average,Coverage Score,Performance Score
241,['HN' 'LN'],284,40.0,3,KMEANS,None,haversine,None,None,9,9,176,108,27.0625,-0.00650199565598,18.4730598146,2.61755616883,0.0118082603092,0.531031811742,0.227613959872,0.940892641737,0.955208281491
242,['HN' 'LN'],284,50.0,3,KMEANS,None,haversine,None,None,9,9,219,65,26.5525114155,0.0584530571416,29.1151307223,3.02903341445,0.00659571318946,0.560936637104,0.165283765548,0.952109845948,0.946847160703
243,['HN' 'LN'],284,10.0,4,KMEANS,None,haversine,None,None,10,9,251,33,6.18326693227,0.105033970669,75.0587646231,1.8868734459,0.0141553949961,0.53994513232,0.0,1.0,0.886726720749
244,['HN' 'LN'],284,20.0,4,KMEANS,None,haversine,None,None,5,5,95,189,32.0526315789,-0.0263635617109,14.8273623252,1.19314507292,0.00476792343473,0.456166519108,0.152833760401,0.899697885196,0.992808440751
245,['HN' 'LN'],284,30.0,4,KMEANS,None,haversine,None,None,6,6,124,160,30.8064516129,-0.0728638625796,16.1193012687,5.38596569543,0.00741083368302,0.489370966381,0.153567125638,0.911879259981,0.981436321107
246,['HN' 'LN'],284,40.0,4,KMEANS,None,haversine,None,None,7,7,155,129,30.0387096774,-0.0335738943114,17.5858738538,5.74982230619,0.0105738345042,0.51500282369,0.332463903043,0.918375552875,0.962001692132
247,['HN' 'LN'],284,50.0,4,KMEANS,None,haversine,None,None,8,8,182,102,31.0164835165,0.0117839578617,20.8247493829,2.6239388028,0.0132689145654,0.534821464221,0.241116003815,0.924983255191,0.956576917334
248,['HN' 'LN'],284,10.0,5,KMEANS,None,haversine,None,None,8,7,202,82,7.67326732673,0.0565484781892,26.1865938931,2.32815304203,0.0132689145654,0.538657302848,0.0,0.998711340206,0.902030557906
249,['HN' 'LN'],284,20.0,5,KMEANS,None,haversine,None,None,4,4,86,198,33.9186046512,-0.0572175690547,12.7397308874,1.40942889167,0.00389580050552,0.425480782395,0.215924518944,0.835649546828,0.99191260638
250,['HN' 'LN'],284,30.0,5,KMEANS,None,haversine,None,None,5,5,103,181,35.5533980583,0.00392642028661,16.1997458299,1.1976430546,0.00313940701513,0.46666643754,0.139938483765,0.869036027264,0.99089235057
251,['HN' 'LN'],284,40.0,5,KMEANS,None,haversine,None,None,5,5,126,158,35.2777777778,0.0281251760379,20.4043476121,1.27993661482,0.0106806466944,0.489929297001,0.280778346746,0.871733011661,0.979022545165
252,['HN' 'LN'],284,50.0,5,KMEANS,None,haversine,None,None,7,7,167,117,33.1317365269,-0.0124051035948,19.7507521476,2.931445793,0.0132689145654,0.519584697331,0.301238046916,0.900200937709,0.961628427811
