Sequence,Station Types,Station Quantity,Maximum Distance,Minimum Points,Name,Algorithm,Metric,Method,Seed,Generated Cluster Count,Valid Cluster Count,Clustered Station Count,Unclsutered Noise Count,Average Node Degree,Silhouette Coefficient,Calinski Harabaz score,Davies Bouldin score,Dunn Index,Modularity,Conductance Average,Coverage Score,Performance Score
147,['EH'],117,50.0,4,BIRCH,None,haversine,None,None,16,11,117,0,8.10256410256,0.13488932336,304.647926659,0.619511505817,0.0600425552493,0.627432391533,0.221619093744,0.805907172996,0.958296492779
148,['EH'],117,10.0,5,BIRCH,None,haversine,None,None,90,1,117,0,0.34188034188,0.0157736461719,758.930556982,0.226522057492,0.20896399352,0.5375,0.15635232482,0.8,0.995431771294
149,['EH'],117,20.0,5,BIRCH,None,haversine,None,None,49,5,117,0,1.60683760684,0.115166725756,367.00721746,0.591154953448,0.18421368983,0.618549117248,0.223389998603,0.776595744681,0.982463896257
150,['EH'],117,30.0,5,BIRCH,None,haversine,None,None,33,6,117,0,3.86324786325,0.146225221722,344.384134344,0.576011239733,0.149015100332,0.609288119665,0.214179168815,0.765486725664,0.974653698792
151,['EH'],117,40.0,5,BIRCH,None,haversine,None,None,22,11,117,0,6.23931623932,0.135872614779,321.568104735,0.621307864326,0.082282112255,0.646946894352,0.259466590796,0.816438356164,0.969348659004
152,['EH'],117,50.0,5,BIRCH,None,haversine,None,None,16,9,117,0,8.10256410256,0.13488932336,304.647926659,0.619511505817,0.0600425552493,0.627432391533,0.197736941105,0.805907172996,0.958296492779
153,['EH'],117,10.0,2,GREEDY,None,haversine,None,random,16,15,116,1,0.310344827586,-0.508575819365,0.867544417221,15.8180133928,0.00266761968659,-0.0275,0.0,0.1,0.926613616269
154,['EH'],117,20.0,2,GREEDY,None,haversine,None,random,15,13,116,1,1.56034482759,-0.578534925442,1.28644934466,11.4890054362,0.0026664158005,-0.0359891353554,0.0,0.063829787234,0.888004715591
155,['EH'],117,30.0,2,GREEDY,None,haversine,None,random,16,16,116,1,3.81034482759,-0.505768269069,0.867919259166,13.5574151563,0.00261629194253,-0.00851672018169,0.945139686649,0.0973451327434,0.87400530504
156,['EH'],117,40.0,2,GREEDY,None,haversine,None,random,11,11,116,1,6.18965517241,-0.434719631492,1.07176195892,16.4844221516,0.00257320365921,-0.0433477200225,0.947005106043,0.112328767123,0.806808134394
157,['EH'],117,50.0,2,GREEDY,None,haversine,None,random,10,10,116,1,8.13793103448,-0.416992545923,1.45241678401,21.6353241993,0.00257320365921,-0.012564759921,0.915858075589,0.170886075949,0.77807250221
158,['EH'],117,10.0,3,GREEDY,None,haversine,None,random,10,8,115,2,0.313043478261,-0.495432414499,1.55619133701,6.21816246756,0.0026664158005,0.04125,0.900933589569,0.25,0.823312702623
159,['EH'],117,20.0,3,GREEDY,None,haversine,None,random,9,9,115,2,1.57391304348,-0.311542619385,0.849135016985,48.5429182453,0.00250994158085,-0.0705636034405,0.921878176668,0.106382978723,0.821396993811
160,['EH'],117,30.0,3,GREEDY,None,haversine,None,random,16,11,116,1,3.81034482759,-0.50533593321,0.65906275711,13.6634811931,0.00261629194253,-0.0199212937583,0.924976657727,0.0973451327434,0.865458296493
161,['EH'],117,40.0,3,GREEDY,None,haversine,None,random,11,8,116,1,6.18965517241,-0.434719631492,1.07176195892,16.4844221516,0.00257320365921,-0.0433477200225,0.927132020809,0.112328767123,0.806808134394
162,['EH'],117,50.0,3,GREEDY,None,haversine,None,random,10,8,116,1,8.13793103448,-0.416992545923,1.45241678401,21.6353241993,0.00257320365921,-0.012564759921,0.894822594486,0.170886075949,0.77807250221
163,['EH'],117,10.0,4,GREEDY,None,haversine,None,random,10,8,115,2,0.313043478261,-0.495432414499,1.55619133701,6.21816246756,0.0026664158005,0.04125,0.900933589569,0.25,0.823312702623
164,['EH'],117,20.0,4,GREEDY,None,haversine,None,random,9,7,115,2,1.57391304348,-0.311542619385,0.849135016985,48.5429182453,0.00250994158085,-0.0705636034405,0.899557655716,0.106382978723,0.821396993811
165,['EH'],117,30.0,4,GREEDY,None,haversine,None,random,16,8,116,1,3.81034482759,-0.50533593321,0.65906275711,13.6634811931,0.00261629194253,-0.0199212937583,0.896842904375,0.0973451327434,0.865458296493
166,['EH'],117,40.0,4,GREEDY,None,haversine,None,random,11,7,116,1,6.18965517241,-0.434719631492,1.07176195892,16.4844221516,0.00257320365921,-0.0433477200225,0.916722309496,0.112328767123,0.806808134394
167,['EH'],117,50.0,4,GREEDY,None,haversine,None,random,10,6,116,1,8.13793103448,-0.416992545923,1.45241678401,21.6353241993,0.00257320365921,-0.012564759921,0.859763459314,0.170886075949,0.77807250221
168,['EH'],117,10.0,5,GREEDY,None,haversine,None,random,10,7,115,2,0.313043478261,-0.495432414499,1.55619133701,6.21816246756,0.0026664158005,0.04125,0.886781245222,0.25,0.823312702623
169,['EH'],117,20.0,5,GREEDY,None,haversine,None,random,9,6,115,2,1.57391304348,-0.311542619385,0.849135016985,48.5429182453,0.00250994158085,-0.0705636034405,0.882817265002,0.106382978723,0.821396993811
170,['EH'],117,30.0,5,GREEDY,None,haversine,None,random,16,8,116,1,3.81034482759,-0.50533593321,0.65906275711,13.6634811931,0.00261629194253,-0.0199212937583,0.896842904375,0.0973451327434,0.865458296493
171,['EH'],117,40.0,5,GREEDY,None,haversine,None,random,11,7,116,1,6.18965517241,-0.434719631492,1.07176195892,16.4844221516,0.00257320365921,-0.0433477200225,0.916722309496,0.112328767123,0.806808134394
172,['EH'],117,50.0,5,GREEDY,None,haversine,None,random,10,6,116,1,8.13793103448,-0.416992545923,1.45241678401,21.6353241993,0.00257320365921,-0.012564759921,0.859763459314,0.170886075949,0.77807250221
173,['EH'],117,10.0,2,GREEDY,None,haversine,None,integer,10,9,115,2,0.313043478261,-0.495432414499,1.55619133701,6.21816246756,0.0026664158005,0.04125,0.0,0.25,0.823312702623
174,['EH'],117,20.0,2,GREEDY,None,haversine,None,integer,9,9,115,2,1.57391304348,-0.311542619385,0.849135016985,48.5429182453,0.00250994158085,-0.0705636034405,0.921878176668,0.106382978723,0.821396993811
175,['EH'],117,30.0,2,GREEDY,None,haversine,None,integer,16,16,116,1,3.81034482759,-0.50533593321,0.65906275711,13.6634811931,0.00261629194253,-0.0199212937583,0.948421452188,0.0973451327434,0.865458296493
176,['EH'],117,40.0,2,GREEDY,None,haversine,None,integer,11,11,116,1,6.18965517241,-0.434719631492,1.07176195892,16.4844221516,0.00257320365921,-0.0433477200225,0.947005106043,0.112328767123,0.806808134394
177,['EH'],117,50.0,2,GREEDY,None,haversine,None,integer,10,10,116,1,8.13793103448,-0.416992545923,1.45241678401,21.6353241993,0.00257320365921,-0.012564759921,0.915858075589,0.170886075949,0.77807250221
178,['EH'],117,10.0,3,GREEDY,None,haversine,None,integer,10,8,115,2,0.313043478261,-0.495432414499,1.55619133701,6.21816246756,0.0026664158005,0.04125,0.900933589569,0.25,0.823312702623
179,['EH'],117,20.0,3,GREEDY,None,haversine,None,integer,9,9,115,2,1.57391304348,-0.311542619385,0.849135016985,48.5429182453,0.00250994158085,-0.0705636034405,0.921878176668,0.106382978723,0.821396993811
180,['EH'],117,30.0,3,GREEDY,None,haversine,None,integer,16,11,116,1,3.81034482759,-0.50533593321,0.65906275711,13.6634811931,0.00261629194253,-0.0199212937583,0.924976657727,0.0973451327434,0.865458296493
181,['EH'],117,40.0,3,GREEDY,None,haversine,None,integer,11,8,116,1,6.18965517241,-0.434719631492,1.07176195892,16.4844221516,0.00257320365921,-0.0433477200225,0.927132020809,0.112328767123,0.806808134394
182,['EH'],117,50.0,3,GREEDY,None,haversine,None,integer,10,8,116,1,8.13793103448,-0.416992545923,1.45241678401,21.6353241993,0.00257320365921,-0.012564759921,0.894822594486,0.170886075949,0.77807250221
183,['EH'],117,10.0,4,GREEDY,None,haversine,None,integer,10,8,115,2,0.313043478261,-0.495432414499,1.55619133701,6.21816246756,0.0026664158005,0.04125,0.900933589569,0.25,0.823312702623
184,['EH'],117,20.0,4,GREEDY,None,haversine,None,integer,9,7,115,2,1.57391304348,-0.311542619385,0.849135016985,48.5429182453,0.00250994158085,-0.0705636034405,0.899557655716,0.106382978723,0.821396993811
185,['EH'],117,30.0,4,GREEDY,None,haversine,None,integer,16,8,116,1,3.81034482759,-0.50533593321,0.65906275711,13.6634811931,0.00261629194253,-0.0199212937583,0.896842904375,0.0973451327434,0.865458296493
186,['EH'],117,40.0,4,GREEDY,None,haversine,None,integer,11,7,116,1,6.18965517241,-0.434719631492,1.07176195892,16.4844221516,0.00257320365921,-0.0433477200225,0.916722309496,0.112328767123,0.806808134394
187,['EH'],117,50.0,4,GREEDY,None,haversine,None,integer,10,6,116,1,8.13793103448,-0.416992545923,1.45241678401,21.6353241993,0.00257320365921,-0.012564759921,0.859763459314,0.170886075949,0.77807250221
188,['EH'],117,10.0,5,GREEDY,None,haversine,None,integer,10,7,115,2,0.313043478261,-0.495432414499,1.55619133701,6.21816246756,0.0026664158005,0.04125,0.886781245222,0.25,0.823312702623
189,['EH'],117,20.0,5,GREEDY,None,haversine,None,integer,9,6,115,2,1.57391304348,-0.311542619385,0.849135016985,48.5429182453,0.00250994158085,-0.0705636034405,0.882817265002,0.106382978723,0.821396993811
190,['EH'],117,30.0,5,GREEDY,None,haversine,None,integer,16,8,116,1,3.81034482759,-0.50533593321,0.65906275711,13.6634811931,0.00261629194253,-0.0199212937583,0.896842904375,0.0973451327434,0.865458296493
191,['EH'],117,40.0,5,GREEDY,None,haversine,None,integer,11,7,116,1,6.18965517241,-0.434719631492,1.07176195892,16.4844221516,0.00257320365921,-0.0433477200225,0.916722309496,0.112328767123,0.806808134394
192,['EH'],117,50.0,5,GREEDY,None,haversine,None,integer,10,6,116,1,8.13793103448,-0.416992545923,1.45241678401,21.6353241993,0.00257320365921,-0.012564759921,0.859763459314,0.170886075949,0.77807250221
193,['EH'],117,10.0,2,ASYNC-LPA,None,None,None,random,10,9,115,2,0.313043478261,-0.507851868103,1.30284993842,10.8331471241,0.00258024706256,-0.01125,0.0,0.2,0.83185971117
194,['EH'],117,20.0,2,ASYNC-LPA,None,None,None,random,9,9,115,2,1.57391304348,-0.258702189418,0.843108756295,15.0664152453,0.00258024706256,-0.0417043911272,0.918099175316,0.106382978723,0.859711170056
195,['EH'],117,30.0,2,ASYNC-LPA,None,None,None,random,19,19,116,1,3.81034482759,-0.543286966652,0.720683321217,11.7226713456,0.00243243293013,-0.0226035711489,0.971984064025,0.0752212389381,0.885204833481
196,['EH'],117,40.0,2,ASYNC-LPA,None,None,None,random,15,15,116,1,6.18965517241,-0.456448368135,0.787034664866,11.037071483,0.00257320365921,-0.0300093826234,0.963151294183,0.0986301369863,0.837312113174
197,['EH'],117,50.0,2,ASYNC-LPA,None,None,None,random,13,13,115,2,8.00869565217,-0.374153164791,1.13213542543,8.85448568432,0.00257320365921,0.00521194965194,0.926404630191,0.122362869198,0.831712348954
198,['EH'],117,10.0,3,ASYNC-LPA,None,None,None,random,12,11,115,2,0.313043478261,-0.328601759034,1.06890719255,26.4973766075,0.00257320365921,0.02875,0.0,0.2,0.883731211317
199,['EH'],117,20.0,3,ASYNC-LPA,None,None,None,random,12,10,116,1,1.56034482759,-0.458769134878,1.24485729035,11.1271270096,0.00258024706256,-0.00158442734269,0.0,0.148936170213,0.864574123195
200,['EH'],117,30.0,3,ASYNC-LPA,None,None,None,random,19,13,116,1,3.81034482759,-0.532727037064,0.837251306323,13.8913106533,0.00282384217101,-0.0256284752134,0.95975370281,0.0752212389381,0.879457707044
201,['EH'],117,40.0,3,ASYNC-LPA,None,None,None,random,14,11,116,1,6.18965517241,-0.457316376801,0.765164162263,11.6295618847,0.00257320365921,-0.0270820041284,0.947645104493,0.106849315068,0.832301797819
202,['EH'],117,50.0,3,ASYNC-LPA,None,None,None,random,14,13,115,2,8.00869565217,-0.370735359004,1.30044279408,8.44750151869,0.00257320365921,0.00953817942281,0.924687418899,0.126582278481,0.835396404362
203,['EH'],117,10.0,4,ASYNC-LPA,None,None,None,random,13,10,115,2,0.313043478261,-0.348000619748,0.932992600783,20.7511883176,0.00257320365921,0.04,0.0,0.2,0.889330975538
204,['EH'],117,20.0,4,ASYNC-LPA,None,None,None,random,13,9,116,1,1.56034482759,-0.510847561986,0.925035422867,11.9199712465,0.00258024706256,-0.00718650973291,0.0,0.148936170213,0.864721485411
205,['EH'],117,30.0,4,ASYNC-LPA,None,None,None,random,19,9,116,1,3.81034482759,-0.534854781735,0.890255206911,12.2080632324,0.00282384217101,-0.0231811418279,0.930146432891,0.0752212389381,0.881373415856
206,['EH'],117,40.0,4,ASYNC-LPA,None,None,None,random,15,11,116,1,6.18965517241,-0.456448368135,0.787034664866,11.037071483,0.00257320365921,-0.0300093826234,0.949751764794,0.0986301369863,0.837312113174
207,['EH'],117,50.0,4,ASYNC-LPA,None,None,None,random,11,8,115,2,8.00869565217,-0.371990450788,1.18494731822,8.69280854678,0.00257320365921,-0.0017625380548,0.895004273987,0.151898734177,0.800324196876
208,['EH'],117,10.0,5,ASYNC-LPA,None,None,None,random,11,8,115,2,0.313043478261,-0.375359983895,0.895712471668,33.3138209629,0.00257320365921,0.0175,0.0,0.2,0.853374594754
209,['EH'],117,20.0,5,ASYNC-LPA,None,None,None,random,11,8,116,1,1.56034482759,-0.448611022486,1.07716508255,11.5910454423,0.00258024706256,-0.038196016297,0.928213483265,0.0957446808511,0.877541998232
210,['EH'],117,30.0,5,ASYNC-LPA,None,None,None,random,19,10,116,1,3.81034482759,-0.518974805038,0.886909798527,15.0457995443,0.00282384217101,-0.0323048006892,0.953229754518,0.0575221238938,0.88844680224
211,['EH'],117,40.0,5,ASYNC-LPA,None,None,None,random,14,10,116,1,6.18965517241,-0.449861765838,0.860997451114,11.1920848688,0.00257320365921,-0.0291011446801,0.944234865031,0.104109589041,0.83348069555
212,['EH'],117,50.0,5,ASYNC-LPA,None,None,None,random,13,8,115,2,8.00869565217,-0.368864439781,1.27006583701,11.2538377559,0.00257320365921,0.0102169346081,0.89496428017,0.130801687764,0.830680813439
213,['EH'],117,10.0,2,LPC,None,None,None,None,13,13,115,2,0.313043478261,-0.346333998706,1.08798306351,19.2606010632,0.00258565219353,0.06375,0.0,0.25,0.879752431477
214,['EH'],117,20.0,2,LPC,None,None,None,None,13,12,116,1,1.56034482759,-0.458012359547,0.843160669666,10.8799581669,0.00258024706256,-0.0407990040742,0.0,0.0851063829787,0.895962275273
215,['EH'],117,30.0,2,LPC,None,None,None,None,19,19,116,1,3.81034482759,-0.527346875635,0.788284764961,10.5990359622,0.00282384217101,-0.0146644216462,0.971705938568,0.0840707964602,0.881668140289
216,['EH'],117,40.0,2,LPC,None,None,None,None,14,14,116,1,6.18965517241,-0.459432629371,0.925376885406,14.4839660104,0.00257320365921,-0.0262000375305,0.956104427219,0.0876712328767,0.843796050693
217,['EH'],117,50.0,2,LPC,None,None,None,None,12,12,114,3,7.99122807018,-0.343360459863,1.36923073225,14.471266766,0.00257320365921,-0.00919101283626,0.937960244883,0.107594936709,0.829944002358
218,['EH'],117,10.0,3,LPC,None,None,None,None,12,11,116,1,0.310344827586,-0.446015974141,1.59489973731,11.9034325225,0.00282384217101,0.03375,0.0,0.2,0.893015030946
219,['EH'],117,20.0,3,LPC,None,None,None,None,12,12,116,1,1.56034482759,-0.424461059877,1.3570960838,14.4625701871,0.00258024706256,-0.0332729741965,0.0,0.0744680851064,0.903330386089
220,['EH'],117,30.0,3,LPC,None,None,None,None,19,16,116,1,3.81034482759,-0.534258291975,0.782272237705,12.844253214,0.00282384217101,-0.033205419375,0.973021166575,0.0575221238938,0.881373415856
221,['EH'],117,40.0,3,LPC,None,None,None,None,14,11,116,1,6.18965517241,-0.459432629371,0.925376885406,14.4839660104,0.00257320365921,-0.0262000375305,0.94413290737,0.0876712328767,0.843796050693
222,['EH'],117,50.0,3,LPC,None,None,None,None,12,11,114,3,7.99122807018,-0.343360459863,1.36923073225,14.471266766,0.00257320365921,-0.00919101283626,0.932320267145,0.107594936709,0.829944002358
223,['EH'],117,10.0,4,LPC,None,None,None,None,12,11,116,1,0.310344827586,-0.446015974141,1.59489973731,11.9034325225,0.00282384217101,0.03375,0.0,0.2,0.893015030946
224,['EH'],117,20.0,4,LPC,None,None,None,None,12,11,116,1,1.56034482759,-0.424461059877,1.3570960838,14.4625701871,0.00258024706256,-0.0332729741965,0.944570721401,0.0744680851064,0.903330386089
225,['EH'],117,30.0,4,LPC,None,None,None,None,19,11,116,1,3.81034482759,-0.534258291975,0.782272237705,12.844253214,0.00282384217101,-0.033205419375,0.960758060473,0.0575221238938,0.881373415856
226,['EH'],117,40.0,4,LPC,None,None,None,None,14,10,116,1,6.18965517241,-0.459432629371,0.925376885406,14.4839660104,0.00257320365921,-0.0262000375305,0.938546198107,0.0876712328767,0.843796050693
227,['EH'],117,50.0,4,LPC,None,None,None,None,12,9,114,3,7.99122807018,-0.343360459863,1.36923073225,14.471266766,0.00257320365921,-0.00919101283626,0.91728032651,0.107594936709,0.829944002358
228,['EH'],117,10.0,5,LPC,None,None,None,None,12,10,116,1,0.310344827586,-0.446015974141,1.59489973731,11.9034325225,0.00282384217101,0.03375,0.0,0.2,0.893015030946
229,['EH'],117,20.0,5,LPC,None,None,None,None,12,10,116,1,1.56034482759,-0.424461059877,1.3570960838,14.4625701871,0.00258024706256,-0.0332729741965,0.939027793542,0.0744680851064,0.903330386089
230,['EH'],117,30.0,5,LPC,None,None,None,None,19,5,116,1,3.81034482759,-0.534258291975,0.782272237705,12.844253214,0.00282384217101,-0.033205419375,0.913667733041,0.0575221238938,0.881373415856
231,['EH'],117,40.0,5,LPC,None,None,None,None,14,8,116,1,6.18965517241,-0.459432629371,0.925376885406,14.4839660104,0.00257320365921,-0.0262000375305,0.931742364654,0.0876712328767,0.843796050693
232,['EH'],117,50.0,5,LPC,None,None,None,None,12,9,114,3,7.99122807018,-0.343360459863,1.36923073225,14.471266766,0.00257320365921,-0.00919101283626,0.91728032651,0.107594936709,0.829944002358
233,['EH'],117,10.0,2,GIRVAN-NEWMAN,None,None,None,None,12,12,116,1,0.310344827586,-0.472776360169,1.37036153753,13.2964385453,0.00276501606321,0.02375,0.0,0.2,0.893604479811
234,['EH'],117,20.0,2,GIRVAN-NEWMAN,None,None,None,None,12,11,116,1,1.56034482759,-0.538573800406,1.46518763069,9.7069368767,0.00258024706256,-0.0272747849706,0.0,0.0851063829787,0.884615384615
235,['EH'],117,30.0,2,GIRVAN-NEWMAN,None,None,None,None,15,15,116,1,3.81034482759,-0.502769274209,0.712714771931,81.8992677309,0.00261629194253,-0.0313846033362,0.958963613804,0.0752212389381,0.863247863248
236,['EH'],117,40.0,2,GIRVAN-NEWMAN,None,None,None,None,8,8,116,1,6.18965517241,-0.405265574746,0.996516190792,7.42382615385,0.00243243293013,0.00643647963971,0.899745816767,0.358904109589,0.626878868258
237,['EH'],117,50.0,2,GIRVAN-NEWMAN,None,None,None,None,7,7,115,2,8.00869565217,-0.34968198578,1.44362770515,17.4268990127,0.00243243293013,-0.0168375794477,0.889542900037,0.367088607595,0.604479811376
238,['EH'],117,10.0,3,GIRVAN-NEWMAN,None,None,None,None,9,7,115,2,0.313043478261,-0.294465021992,0.955648252026,23.4674484008,0.00243243293013,-0.1075,0.0,0.2,0.709106984969
239,['EH'],117,20.0,3,GIRVAN-NEWMAN,None,None,None,None,9,7,116,1,1.56034482759,-0.549181029264,1.70095430663,10.0313532348,0.00258024706256,-0.03700769579,0.90760778405,0.223404255319,0.782198644268
240,['EH'],117,30.0,3,GIRVAN-NEWMAN,None,None,None,None,15,12,116,1,3.81034482759,-0.504768807693,0.658874979102,15.6711843286,0.00261629194253,-0.0430926462526,0.952347471164,0.0884955752212,0.845417035072
241,['EH'],117,40.0,3,GIRVAN-NEWMAN,None,None,None,None,8,6,116,1,6.18965517241,-0.405265574746,0.996516190792,7.42382615385,0.00243243293013,0.00643647963971,0.86632775569,0.358904109589,0.626878868258
242,['EH'],117,50.0,3,GIRVAN-NEWMAN,None,None,None,None,7,6,115,2,8.00869565217,-0.34968198578,1.44362770515,17.4268990127,0.00243243293013,-0.0168375794477,0.871133383377,0.367088607595,0.604479811376
243,['EH'],117,10.0,4,GIRVAN-NEWMAN,None,None,None,None,9,7,115,2,0.313043478261,-0.294465021992,0.955648252026,23.4674484008,0.00243243293013,-0.1075,0.0,0.2,0.709106984969
244,['EH'],117,20.0,4,GIRVAN-NEWMAN,None,None,None,None,9,7,116,1,1.56034482759,-0.549181029264,1.70095430663,10.0313532348,0.00258024706256,-0.03700769579,0.90760778405,0.223404255319,0.782198644268
245,['EH'],117,30.0,4,GIRVAN-NEWMAN,None,None,None,None,15,8,116,1,3.81034482759,-0.504768807693,0.658874979102,15.6711843286,0.00261629194253,-0.0430926462526,0.928521206746,0.0884955752212,0.845417035072
246,['EH'],117,40.0,4,GIRVAN-NEWMAN,None,None,None,None,8,5,116,1,6.18965517241,-0.405265574746,0.996516190792,7.42382615385,0.00243243293013,0.00643647963971,0.839593306828,0.358904109589,0.626878868258
247,['EH'],117,50.0,4,GIRVAN-NEWMAN,None,None,None,None,7,4,115,2,8.00869565217,-0.34968198578,1.44362770515,17.4268990127,0.00243243293013,-0.0168375794477,0.829721953181,0.367088607595,0.604479811376
248,['EH'],117,10.0,5,GIRVAN-NEWMAN,None,None,None,None,9,6,115,2,0.313043478261,-0.294465021992,0.955648252026,23.4674484008,0.00243243293013,-0.1075,0.0,0.2,0.709106984969
249,['EH'],117,20.0,5,GIRVAN-NEWMAN,None,None,None,None,9,6,116,1,1.56034482759,-0.549181029264,1.70095430663,10.0313532348,0.00258024706256,-0.03700769579,0.892209081392,0.223404255319,0.782198644268
250,['EH'],117,30.0,5,GIRVAN-NEWMAN,None,None,None,None,15,8,116,1,3.81034482759,-0.504768807693,0.658874979102,15.6711843286,0.00261629194253,-0.0430926462526,0.928521206746,0.0884955752212,0.845417035072
251,['EH'],117,40.0,5,GIRVAN-NEWMAN,None,None,None,None,8,4,116,1,6.18965517241,-0.405265574746,0.996516190792,7.42382615385,0.00243243293013,0.00643647963971,0.818192693626,0.358904109589,0.626878868258
252,['EH'],117,50.0,5,GIRVAN-NEWMAN,None,None,None,None,7,4,115,2,8.00869565217,-0.34968198578,1.44362770515,17.4268990127,0.00243243293013,-0.0168375794477,0.829721953181,0.367088607595,0.604479811376
253,['EH'],117,10.0,2,NAIVE-GREEDY,None,None,None,None,9,9,115,2,0.313043478261,-0.31122346832,0.827564844832,10.3013073213,0.00250821733252,-0.10625,0.0,0.2,0.699970527557
254,['EH'],117,20.0,2,NAIVE-GREEDY,None,None,None,None,9,7,116,1,1.56034482759,-0.542519431285,1.48755244463,5.3409246342,0.00257320365921,-0.0543232231779,0.0,0.202127659574,0.782640730917
255,['EH'],117,30.0,2,NAIVE-GREEDY,None,None,None,None,16,16,116,1,3.81034482759,-0.502088019176,0.7679552122,11.2931931984,0.00261629194253,-0.0149581016524,0.946337595774,0.106194690265,0.867226643089
256,['EH'],117,40.0,2,NAIVE-GREEDY,None,None,None,None,11,11,116,1,6.18965517241,-0.434719631492,1.07176195892,16.4844221516,0.00257320365921,-0.0433477200225,0.947005106043,0.112328767123,0.806808134394
257,['EH'],117,50.0,2,NAIVE-GREEDY,None,None,None,None,10,10,116,1,8.13793103448,-0.416992545923,1.45241678401,21.6353241993,0.00257320365921,-0.012564759921,0.915858075589,0.170886075949,0.77807250221
258,['EH'],117,10.0,3,NAIVE-GREEDY,None,None,None,None,10,8,115,2,0.313043478261,-0.495432414499,1.55619133701,6.21816246756,0.0026664158005,0.04125,0.900933589569,0.25,0.823312702623
259,['EH'],117,20.0,3,NAIVE-GREEDY,None,None,None,None,9,9,115,2,1.57391304348,-0.311542619385,0.849135016985,48.5429182453,0.00250994158085,-0.0705636034405,0.921878176668,0.106382978723,0.821396993811
260,['EH'],117,30.0,3,NAIVE-GREEDY,None,None,None,None,16,11,116,1,3.81034482759,-0.506365576408,0.654019495457,13.6623780697,0.00261629194253,-0.0196863497533,0.924553442143,0.0973451327434,0.864868847627
261,['EH'],117,40.0,3,NAIVE-GREEDY,None,None,None,None,11,8,116,1,6.18965517241,-0.434719631492,1.07176195892,16.4844221516,0.00257320365921,-0.0433477200225,0.927132020809,0.112328767123,0.806808134394
262,['EH'],117,50.0,3,NAIVE-GREEDY,None,None,None,None,10,8,116,1,8.13793103448,-0.416992545923,1.45241678401,21.6353241993,0.00257320365921,-0.012564759921,0.894822594486,0.170886075949,0.77807250221
263,['EH'],117,10.0,4,NAIVE-GREEDY,None,None,None,None,10,8,115,2,0.313043478261,-0.495432414499,1.55619133701,6.21816246756,0.0026664158005,0.04125,0.900933589569,0.25,0.823312702623
264,['EH'],117,20.0,4,NAIVE-GREEDY,None,None,None,None,9,7,115,2,1.57391304348,-0.311542619385,0.849135016985,48.5429182453,0.00250994158085,-0.0705636034405,0.899557655716,0.106382978723,0.821396993811
265,['EH'],117,30.0,4,NAIVE-GREEDY,None,None,None,None,16,8,116,1,3.81034482759,-0.506365576408,0.654019495457,13.6623780697,0.00261629194253,-0.0196863497533,0.896260982946,0.0973451327434,0.864868847627
266,['EH'],117,40.0,4,NAIVE-GREEDY,None,None,None,None,11,7,116,1,6.18965517241,-0.434719631492,1.07176195892,16.4844221516,0.00257320365921,-0.0433477200225,0.916722309496,0.112328767123,0.806808134394
267,['EH'],117,50.0,4,NAIVE-GREEDY,None,None,None,None,10,6,116,1,8.13793103448,-0.416992545923,1.45241678401,21.6353241993,0.00257320365921,-0.012564759921,0.859763459314,0.170886075949,0.77807250221
268,['EH'],117,10.0,5,NAIVE-GREEDY,None,None,None,None,10,7,115,2,0.313043478261,-0.495432414499,1.55619133701,6.21816246756,0.0026664158005,0.04125,0.886781245222,0.25,0.823312702623
269,['EH'],117,20.0,5,NAIVE-GREEDY,None,None,None,None,9,6,115,2,1.57391304348,-0.311542619385,0.849135016985,48.5429182453,0.00250994158085,-0.0705636034405,0.882817265002,0.106382978723,0.821396993811
270,['EH'],117,30.0,5,NAIVE-GREEDY,None,None,None,None,16,8,116,1,3.81034482759,-0.506365576408,0.654019495457,13.6623780697,0.00261629194253,-0.0196863497533,0.896260982946,0.0973451327434,0.864868847627
271,['EH'],117,40.0,5,NAIVE-GREEDY,None,None,None,None,11,7,116,1,6.18965517241,-0.434719631492,1.07176195892,16.4844221516,0.00257320365921,-0.0433477200225,0.916722309496,0.112328767123,0.806808134394
272,['EH'],117,50.0,5,NAIVE-GREEDY,None,None,None,None,10,6,116,1,8.13793103448,-0.416992545923,1.45241678401,21.6353241993,0.00257320365921,-0.012564759921,0.859763459314,0.170886075949,0.77807250221
